appid,windows_req,mac_req,linux_req,required_age,awards
2400,"Minimum: 1.8 GHz Processor, 512MB RAM, DirectX 8 level graphics card (1024x768), Windows 2000/XP/ME/98, Mouse, Keyboard, Internet Connection, DirectX 9.0c Recommended: 2.8 GHz Processor, 1024MB RAM, DirectX 9 capable Graphics Card (1024x768), Windows 2000/XP/ME/98, Mouse, Keyboard, Internet Connection, DirectX 9.0c",,,0,
2420,"Minimum: 1.8 GHz Processor, 512MB RAM, DirectX 8 level graphics card (1024x768), Windows 2000/XP/ME/98, Mouse, Keyboard, Internet Connection, DirectX 9.0c Recommended: 2.8 GHz Processor, 1024MB RAM, DirectX 9 capable Graphics Card (1024x768), Windows 2000/XP/ME/98, Mouse, Keyboard, Internet Connection, DirectX 9.0c",,,0,
2450,"Minimum OS *: Microsoft Windows XP SP2 / Vista SP1 (32bit) Processor: Pentium 4 3.0GHz Dual Core Memory: 1 GB Graphics: 128 MB, Shader model 2.0, ATI 9600, NVidia 6600 or better DirectX®: DirectX 9.0c Hard Drive: 2 GB free Sound: DirectX 9.0c compatible sound card Peripherals: PS2/USB For 6-8 player multiplayer matches, the Recommended System Requirements are strongly suggested. Internet (TCP/IP) and LAN (TCP/IP) play supported. Internet play requires broadband connection and latest drivers. LAN play requires network interface card and latest drivers.",,,0,
2500,"Minimum: 1.3 GHZ or Equivalent, 384 MB RAM, GeForce 4 Ti 4200* or ATi Radeon 9000 or better, 1 GB free hard drive space, Windows 2000/XP Recommended: 2.0 GHz, 512 MB RAM, GeForce FX 5900 Ultra or ATi Radeon 9500 Pro or better * Please note that Shadowgrounds does not run on GeForce 4 MX cards.","OS: Mac OS X 10.6.5 or newer - Unfortunately OS X 10.9 or newer NOT supported Processor: Intel Mac Memory: 1 GB RAM Hard Disk Space: 1GB Video Card: : OpenGL 2.0 compatible video card with 256 MB shared or dedicated RAM (ATI or NVIDIA) * DirectX®: 9.0 Additional: Keyboard+mouse or Keyboard+trackpad * Please be advised that the game does not run on Intel graphics solutions (such as Macbooks from 2006-2008 and the new MacBook Pro 13"" models from 2011). The game does run on most Macs from 2009 onwards that have a distinct graphics chip (such as those with NVIDIA GeForce 9400M but graphics details need to be turned down for smooth gameplay).",,0,Award
2520,"Minimum: Windows 2000/XP SP2, 1 GHz Processor, 256 MB System RAM, 32 MB OpenGL 3D Video Card, 50 MB Available hard disk space, DirectX 8.0 or higher Recommended: 1.6 GHz Processor, GeForce 5200 / Radeon 9600 or better video card",,,0,Award
2525,"Minimum: Windows 2000/XP SP2, 1 GHz Processor, 256 MB System RAM, 32 MB OpenGL 3D Video Card, 50 MB Available hard disk space, DirectX 8.0 or higher Recommended: 1.6 GHz Processor, GeForce 5200 / Radeon 9600 or better video card",,,0,Award
2540,"Minimum: Windows XP/2000, 1 GHz Processor, 256 MB RAM, 128 MB 3D Video Card, DirectX 9.0c, 50 MB of available Hard Disk Space",,,0,
2550,"Minimum: Windows XP/2000, 1 GHz Processor, 256 MB RAM, 128 MB 3D Video Card, DirectX 9.0c, 50 MB of available Hard Disk Space",,,0,
2545,"Minimum: Windows XP/2000, 1 GHz Processor, 256 MB RAM, 128 MB 3D Video Card, DirectX 9.0c, 50 MB of available Hard Disk Space",,,0,
2590,Supported OS: Windows® 10 Processor: 2.0 GHz Processor Memory: 512 MB RAM Graphics: DirectX compatible 128 MB graphics card DirectX Version: DirectX® 9.0c Sound: DirectX compatible sound card Hard Drive: 3 GB Hard Drive space,,,0,
2600,"Required: 3D hardware accelerator card required - 100% DirectX® 9.0c-compatible 64MB video card and drivers 1.2 GHz Athlon™ or 1.2 GHz Pentium® III processor or higher 384MB of RAM (512MB of RAM recommended) Microsoft® Windows® 98/ME/2000/XP * 3.3 GB of uncompressed hard disk space for game files and saved games (plus 1.4 GB for Windows® swap file) 100% DirectX® 9.0-compatible 16-bit sound card and drivers 100% Windows® 98/ME/2000/XP-compatible mouse, keyboard, and drivers DirectX® 9.0c * Does not support Windows XP 64 Supported Chipsets for 98/ME/200/XP: All ATI® Radeon® Chipsets All NVIDIA® GeForce(tm) Chipsets Matrox® Parhelia(tm) Chipset",,,0,
2610,"Minimum 3D hardware accelerator card required - 100% DirectX(R) 9.0c-compliant 32 MB Hardware T&L - capable video card and the latest drivers*, English version of Microsoft(R) Windows(R) 2000/XP, Pentium(R) III 1.8 GHz or Athlon(TM) XP 1800+ or higher processor, 256 MB of RAM, 2.8 GB of uncompressed hard disk space (plus 320 MB for the Windows swap file), A 100% Windows 2000/XP-compatible computer system including: DirectX 9.0c (Included) 100% DirectX 9.0c-compliant true 16-bit sound card and drivers 100% Windows 2000/XP-compatible mouse, keyboard and drivers 100% Windows 2000/XP-compatible gamepad (optional) (Game controller with 10 or more buttons and dual analog thumb sticks required) *Supported Chipsets for Windows 2000/XP NVIDIA® GeForce™ 3/Ti series NVIDIA® GeForce™ 4/Ti series NVIDIA® GeForce™ FX 5700 and later series NVIDIA® GeForce™ 6800 and later ATI® Radeon™ 8500 ATI® Radeon™ 9000 ATI® Radeon™ 9600 ATI® Radeon™ 9800 and later *Important Note:  Some 3D accelerator cards with the chipsets listed here may not be compatible with the 3D  acceleration features utilized by GUN.  Please refer to your hardware manufacturer for 100%  DirectX 9.0c compatibility.",,,0,
2620,"Minimum: OS *: Windows 98 / ME / 2000 / XP Processor: Pentium III 600 MHz or Athlon 600 MHz processor or higher for systems with Windows 98/ME, Pentium III 700 MHz or Athlon 700 MHz processor or higher for systems with Windows 2000 / XP Memory: 128 MB Graphics: 3D hardware accelerator card required - 100% DirectX 9.0b compatible 32 MB hardware T&L-capable video card and latest drivers* DirectX: Version 9.0b (included) Network: Storage: 1.4 GB of uncompressed free hard disk space (plus 400 MB for Windows 98/ME swap file, 600 MB for Windows 2000 / XP swap file) Sound Card: 100% DirectX 9.0b compatible 16-bit sound card and latest drivers Additional Notes: 100% Windows 98/ME/2000/XP compatible mouse, keyboard and latest drivers Multi-player Requirements: Internet (TCP/IP) and LAN (TCP/IP) play supported Internet play requires 56kbps (or faster) modem and latest drivers LAN play requires network interface card and latest drivers Important Notice: *Some 3D accelerator cards with the chipset listed here may not be compatible with the 3D acceleration features utilized by Call of Duty. Please refer to your hardware manufacturer for 100% DirectX 9.0b compatibility. *Supported Chipsets All ATI Radeon cards All nVidia GeForce cards Matrox Parhelia","OS: Mac OS X 10.4.11, 10.5.7 Processor: PowerPC G5 or Intel&REG CPU Speed: 1.6 GHz or faster Memory: 256 MB or higher Video Memory: 64 MB or higher Video Card (ATI): Radeon&trade 9800 or better Video Card (NVidia): GeForce&REG 5200 or better** Hard Drive: 2.5 GB free disk space Peripherals: Macintosh mouse and keyboard Supported Video cards: NVIDIA GeForce&REG 5200, 6600, 6800, 7300, 7600 8600, 8800, 9400, 9600, GT 120 ATI Radeon&TRADE 9800, x600, x800, x1600, x1900, HD 2400, HD 2600, HD 3870 *Apple original CPUs only; CPU upgrades not supported NOTICE: Intel&REG integrated video chipsets are not supported. NOTICE: This game is not supported on volumes formatted as Mac OS Extended (Case Sensitive) Multiplayer: Internet (TCP/IP) and LAN (TCP/IP) play supported.  Internet play requires broadband connection.",,0,
2630,"Minimum: 3D hardware accelerator card required - 100% DirectX 9.0c compatible 64MB hardware accelerator video card and the latest drivers*, Microsoft Windows 2000/XP, Pentium IV 1.4GHz or AMD Athlon XP 1700+ processor or higher, 256MB RAM (512MB RAM recommended), 100% DirectX 9.0c compatible 16-bit sound card and latest drivers, 100% Windows 2000/XP compatible mouse, keyboard and latest drivers, 4.0GB of uncompressed free hard disk space (plus 600MB for Windows 2000/XP swap file) Multi-player Requirements: Internet (TCP/IP) and LAN (TCP/IP) play supported Internet play requires broadband connection and latest drivers LAN play requires network interface card and latest drivers Important Notice: *Some 3D accelerator cards with the chipset listed here may not be compatible with the 3D acceleration features utilized by Call of Duty. Please refer to your hardware manufacturer for 100% DirectX 9.0c compatibility. Supported Chipsets ATI Radeon 8500 ATI Radeon 9000 ATI Radeon 9200 ATI Radeon 9500 ATI Radeon 9600 ATI Radeon 9700 ATI Radeon 9800 ATI Radeon X300 ATI Radeon X550 ATI Radeon X600 ATI Radeon X700 ATI Radeon X800 ATI Radeon X850 nVidia GeForce 2 Ultra All nVidia GeForce 3/Ti Series All nVidia GeForce 4/Ti Series All nVidia GeForce FX Series All nVidia GeForce 6 Series Recommend nVidia GeForce 7 Series or higher",Minimum: Supported OS: 10.12 (Sierra) CPU Processor: Intel Core 2 Duo (Dual-Core) CPU Speed: 1.8 GHz Memory: 512 MB RAM Hard Disk Space: 4 GB Graphics: NVIDIA Geforce 7300 or better or ATI Radeon X1600 Video Memory: 128 MB VRam Notice: Intel Integrated GMA 950 and Intel Integrated X3100 are unsupported video chipsets Notice: Call of Duty 2 Mac is English only,,0,
2640,"Minimum: Full Version of original Call of Duty, 3D hardware accelerator card required - 100% DirectX 9.0c compatible 32MB hardware T&L-capable video card and the latest drivers*, Microsoft Windows 2000/XP, Pentium III 800MHz or Athlon 800MHz processor or higher, 128MB RAM (256MB Recommended), 1150MB of uncompressed free hard disk space (plus 600MB for Windows 2000/XP swap file), 100% DirectX 9.0c compatible 16-bit sound card and latest drivers, 100% Windows 2000/XP compatible mouse, keyboard and latest drivers, DirectX 9.0c (included) Multi-player Requirements: Internet (TCP/IP) and LAN (TCP/IP) play supported Internet play requires 56kbps (or faster) modem and latest drivers LAN play requires network interface card and latest drivers Important Notice: *Some 3D accelerator cards with the chipset listed here may not be compatible with the 3D acceleration features utilized by Call of Duty United Offensive. Please refer to your hardware manufacturer for 100% DirectX 9.0c compatibility. Supported Chipsets All ATI Radeon cards All nVidia GeForce cards Matrox Parhelia","OS: Mac OS X 10.4.11, 10.5.7 Processor: PowerPC G5 or Intel&REG CPU Speed: 1.6 GHz or faster Memory: 256 MB or higher Video Memory: 64 MB or higher Video Card (ATI): Radeon&trade 9800 or better Video Card (NVidia): GeForce&REG 5200 or better** Hard Drive: 2.5 GB free disk space Peripherals: Macintosh mouse and keyboard Supported Video cards: NVIDIA GeForce&REG 5200, 6600, 6800, 7300, 7600 8600, 8800, 9400, 9600, GT 120 ATI Radeon&TRADE 9800, x600, x800, x1600, x1900, HD 2400, HD 2600, HD 3870 *Apple original CPUs only; CPU upgrades not supported NOTICE: Intel&REG integrated video chipsets are not supported. NOTICE: This game is not supported on volumes formatted as Mac OS Extended (Case Sensitive) Multiplayer: Internet (TCP/IP) and LAN (TCP/IP) play supported.  Internet play requires broadband connection.",,0,
2700,Minimum: Supported OS: Windows 2000/XP Processor: Pentium® III 733 MHz or compatible (Pentium® 4 1.2 GHz or compatible recommended) Memory: 128 MB RAM; 256 MB for XP (256 MB; 384 MB for XP recommended) Graphics: Any ATI Radeon™ or GeForce™ 2 with 32MB or higher; or other video card with 32MB and hardware T&L (ATI Radeon™ 64 MB SDR or GeForce™ 2 Pro or other video card with 64 MB or more memory and hardware T&L recommended)* DirectX Version: DirectX® version 9 (included) or higher Sound: Windows® 2000/XP-compatible 16-bit sound card * Hard Drive: 600 MB free * Indicates device should be compatible with DirectX® version 9.0b or higher.,"OS: 10.8.5 (Mountain Lion), 10.9.5 (Mavericks), 10.10.5 (Yosemite), 10.11.5 (El Capitan), 10.12 (Sierra) Processor: Intel Core 2 Duo (Dual-Core),  2.2 GHz Memory: 2 GB RAM Graphics: 256 MB ATI Radeon HD2600, Nvidia Geforce 8600, Intel HD 3000 Hard Drive: 2 GB Peripherals: Macintosh mouse and keyboard NOTICE: The following video chipsets are unsupported for RollerCoaster Tycoon® 3: Platinum! ATI Radeon X1000 series, HD 2400 NVIDIA GeForce 7000 series Intel GMA 950/X3100 NOTICE: MAC version available in English, French, and German ONLY! NOTICE: This game is not supported on volumes formatted as Mac OS Extended (Case Sensitive).",,0,
2720,"Minimum: Windows 2000/XP/Vista, DirectX9.0c or higher, Graphics Accelerator with 32-bit color support (DirectX9-Supported Accelerator recommended), 1.0GHz or faster processor, 256MB of RAM, 400MB of hard disk space",,,0,
2710,Minimum: Supported OS:Windows 2000/XP Processor: Pentium 4 1.5 GHz or equivalent (3.0 GHz recommended) Memory: 256 MB RAM (512 MB recommended) Graphics: 64 MB Hardware T&L-compatible video card (256 MB recommended) Sound: DirectX® version Windows 2000/XP-compatible sound card Hard Drive: 3 GB free HD space * Broadband connection required for online multiplayer play,,,0,
2820,Minimum: OS *: Windows 10 / 8 / 7 / Vista SP1 / XP SP2 Processor: Pentium® IV or AMD® equivalent at 2.0 GHz Memory: 1 GB RAM Graphics: 256 MB 3D DirectX 9 Compatible video card (not onboard) with Pixel Shader 1.1 support Hard Drive: 10GB of free space Sound: Soundcard (Surround Sound support recommended),Minimum: OS: 10.7 (Lion) Processor: Pentium® IV or AMD® equivalent at 2.0 GHz Memory: 1 GB RAM Graphics: 256MB OpenGL 2.0+ discrete NVIDIA/AMD card or Intel Core i7-2620M Hard Drive: 10GB of free space,Minimum: OS: Ubuntu 12.04 LTS Processor: Pentium® IV or AMD® equivalent at 2.0 GHz Memory: 1 GB RAM Graphics: 256MB OpenGL 2.0+ discrete NVIDIA/AMD card (with proprietary driver) or Intel Core i7-2620M with Mesa 9.0 Hard Drive: 10GB of free space,0,
2800,OS *: Windows 10 / 8 / 7 / Vista / XP / 2000 / ME / 98SE Processor: Pentium III 800MHz or same grade Memory: 256MB RAM Graphics: 32MB 3D card compatible with Direct X 8.1 DirectX®: 8.1 Hard Drive: 1200MB available space Sound:,,,0,Award
2810,OS *: Windows 10 / 8 / 7 / Vista / XP / 2000 / ME / 98SE Processor: Pentium IV 1.7GHz or same grade Memory: 512MB RAM Graphics: 128MB 3D card compatible with Direct X 9 DirectX®: 9 Hard Drive: 4.5GB available space,Minimum: OS: 10.7 (Lion) Processor: Pentium® IV or AMD® equivalent at 2.0 GHz Memory: 1 GB RAM Graphics: 256MB OpenGL 2.0+ discrete NVIDIA/AMD card or Intel Core i7-2620M Hard Drive: 5 GB of free space,Minimum: OS: Ubuntu 12.04 LTS Processor: Pentium® IV or AMD® equivalent at 2.0 GHz Memory: 1 GB RAM Graphics: 256MB OpenGL 2.0+ discrete NVIDIA/AMD card (with proprietary driver) or Intel Core i7-2620M with Mesa 9.0 Hard Drive: 10 GB of free space,0,
2840,Minimum: OS: Windows 95 or higher Processor: Pentium II 200 MHz Memory: 32 MB RAM Graphics: 4 MB DirectX-compliant video card DirectX®: DirectX 7.0 or higher Hard Drive: 360 MB hard-disk space Sound: DirectX-compliant sound card,,,0,
2850,Minimum: OS: Windows 95 or higher Processor: Pentium II 200 MHz Memory: 32 MB RAM Graphics: 4 MB DirectX-compliant video card DirectX®: DirectX 7.0 or higher Hard Drive: 400 MB hard-disk space Sound: DirectX-compliant sound card,,,0,
2870,"Minimum: Requires a 64-bit processor and operating system OS: Windows 10 (64-bit) or higher Processor: Intel i-Series at 2GHz or AMD equivalent Memory: 4 GB RAM Graphics: Nvidia GT400 series with 512MB RAM or better, ATI 4870HD with 512MB RAM or better DirectX: Version 9.0c Storage: 8 GB available space Sound Card: DirectX 9.0c Compatible Sound Card",Minimum: OS: OS X 10.9 Mavericks Processor: Intel i-Series at 2GHz or AMD equivalent Memory: 8 GB RAM Graphics: Intel Iris Pro Storage: 8 GB available space Sound Card: OpenAL Soft compatible Additional Notes: OpenGL version 4.2,"Minimum: OS: SteamOS (64-bit) or Ubuntu 14.04 (64-bit) Processor: Intel i-Series at 2GHz or AMD equivalent Memory: 8 GB RAM Graphics: Vendor proprietary drivers, Nvidia GT500 series with 1GB RAM or better, ATI 5870HD with 1GB RAM or better Storage: 8 GB available space Sound Card: OpenAL Soft compatible Additional Notes: OpenGL version 4.2",0,
2900,"Recommended: Windows 2000/XP, Pentium III, 256MB RAM, 1.5G Hard drive space, 32MB video card (Nvidia Geforce or ATI Radeon) DirectX 8.1 compatible sound card",,,0,
2920,"Recommended: Windows 2000/XP, Pentium III, 256MB RAM, 1.5G Hard drive space, 32MB video card (Nvidia Geforce or ATI Radeon) DirectX 8.1 compatible sound card",,,0,
2910,"Recommended: Windows 2000/XP, Pentium III, 256MB RAM, 1.5G Hard drive space, 32MB video card (Nvidia Geforce or ATI Radeon) DirectX 8.1 compatible sound card",,,0,
3010,"Minimum System Requirements: Windows 98/ME/2000/XP, P III/AMD Athlon processor with 1.3 GHz, 256 MB RAM, Video card with, 64 MB, DX 8.0 compatible (GeForce 3 or ATI Radeon 9200), Sound card DX 8.0 compatible, 1 GB of free space on hard drive, DirectX 9.0c, 56k Modem (for Internet multiplayer mode)",,,0,
2990,"Windows XP/2000 XP SP2 / 2000 SP4, 256 MB RAM, 64 MB video card, 2.0 GHz Pentium® 4 or AMD® 2000+ processor, DirectX compatible sound card, 3.5 GB free hard drive space, DirectX 9.0c, TCP/IP required for LAN play, 512kbs minimum, Broadband connection required",,,0,
3020,"Windows® 2000/XP (only), 2.2 GHz Pentium® 4, AMD Athlon™ 2400+, or 2.4 GHz Celeron or better (3 GHz Pentium 4, AMD Athlon 3000+, or 3 GHz Celeron or better recommended), 512 MB RAM (1 GB recommended), nVidia: GF6600, ATI: Radeon 9800 or better video card*, DirectX 9-compliant sound device, DirectX 9.0c or higher, 2 GB Hard Drive Space, Windows-compliant mouse and keyboard *Supported Video Cards at Time of Release: nVidia GeForce 6600, 6800, 7600, 7800, 7900 ATI Radeon: 9800, X800, X1300, X1600, X1800. X1900",,,0,
3050,"Minimum: Supported OS: Windows 2000/XP/Vista Processor: P4/AMD Athlon processor with 1.8GHz Memory: 256MB RAM Graphics: Graphics card with 128MB, DX 9.0 compatible (GeForce FX 5700 or ATI Radeon 9600) DirectX Version: DirectX 9.0c Sound: DirectX 8.0 compliant sound device Hard Drive: 2 GB",,,0,
3130,"Minimum: OS *: Windows XP (service pack 1) Processor: Intel Pentium 4 2,6 GHz (Athlon 3000+) Memory: 1 GB RAM Graphics: NVIDIA GeForce 6200 or ATI Radeon 9600 (128 MB RAM) DirectX®: 9.0c Hard Drive: 5 GB of free hard disc space Sound: Sound card compatible with DirectX 9.0c",,,0,
3170,Minimum: OS *: Windows XP/Vista Processor: 2.6GHz Memory: 1GB Graphics: nVidia GeForce 6600 with 128 MB or equivalent ATI Hard Drive: 5.5 GB of free space Sound: DirectX-compatible soundcard,"OS: Mac OSX 10.6 or higher Processor: Intel Core Duo Processor (2GHz or better) Memory: 1 GB Hard Disk Space: 3.02 GB Video Card: ATI or NVIDIA video card with at least 256Mb VRAM Additional: 15"" or larger display is recommended",,0,Award
3230,"Minimum: Windows 2000/XP/XP 64/Vista, 1.5 GHz Intel or equivalent/faster processor, 512 MB of RAM, 2.5 GB of hard disk space, DirectX9.0c or higher, 128 MB GeForce 4 4200 Ti/Radeon 9500, DirectSound compatible sound card, Keyboard and two-button mouse with scroll wheel, Multiplayer: LAN or 56K Internet connection Recommended: Windows 2000/XP/XP 64/Vista, 2.5 GHz Intel or equivalent/faster, 1 GB RAM, 2.5 GB of free hard drive space, 256 MB GeForce 6600/Radeon X1600, DirectX 9.0c, DirectSound compatible sound card with 5.1 speaker output, Keyboard and two-button mouse with scroll wheel",,,0,
3260,"Minimum: Windows® 2000/XP, 800 MHz Pentium® III or equivalent/ faster processor, 64 MB of RAM, DirectX 9.0c or higher, 64 MB DirectX® 9.0c compliant video card, DirectX® 9.0c compatible sound card, mouse, keyboard Recommended: Windows XP, 1 GHz Intel Pentium 4 or equivalent/faster, 128 RAM, 64 MB DirectX® 9.0c Compliant Video Card, DirectX 9.0c, 3D Compatible sound card, mouse, keyboard",,,0,
3270,"MINIMUM Supported OS: Microsoft(R) Windows(R) XP/Vista Processor: 1.5 GHz Intel Pentium III or AMD Athlon processor RAM: 512MB RAM Hard Drive: 2.5 GB available DirectX Version: 128 MB DirectX(R) 9 Compatible Video Card (NVIDIA(R) GeForce(R) FX 5600, ATI(TM) Radeon(TM) 9600 or Better) Sound: DirectX 9 or better compatible sound card RECOMMENDED Supported OS: Microsoft(R) Windows(R) XP/Vista Processor: 2.4 GHz Intel Pentium 4 or AMD Athlon processor RAM: 1024 MB Hard Drive: 2.5 GB available DirectX Version: 256 MB DirectX(R) 9 Compatible Video Card (NVIDIA(R) GeForce(R) 7800, ATI(TM) Radeon(TM) X1800 or Better) Sound: DirectX 9 or better compatible sound card",,,0,
3300,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0","OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later Processor: G4, G5 or Intel Core Duo Memory: 256 MB RAM Internet: Internet connection is required to register both the download and back-up CD-ROM version of the game",,0,
3310,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0","OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later Processor: G4, G5 or Intel Core Duo Memory: 256 MB RAM Internet: Internet connection is required to register both the download and back-up CD-ROM version of the game",,0,
3320,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3330,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0","OS: Mac OS X 10.3.9-10.6.x Processor: G4, G5 or Intel Core Duo Memory: 256MB of RAM Not compatible with Mac OS X 10.7 and beyond",,0,
3340,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3350,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3360,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3380,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3400,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3390,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3410,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3420,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3430,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3460,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3450,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3480,"Minimum Requirements: Windows 98/ME/2000/XP/Vista, 256 MB RAM, 500MHz or faster, DirectX: 7.0","OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later Processor: Intel Core 2 Duo 1.66 Memory: 512 MB of RAM Other Requirements:",,0,
3483,"Minimum Requirements: Windows 2000/XP/Vista, 256 MB RAM, 700MHz or faster, DirectX: 7.0",,,0,
3490,"Minimum Requirements: Windows 98/ME/2000/XP, 128 MB RAM, 500MHz or faster, DirectX: 7.0",,,0,
3500,Minimum: OS: Microsoft Windows XP/Vista/2000 Processor: Intel Pentium 350Mhz or greater RAM: 128 MB RAM or greater Hard drive: 75 MB of free space Video: 16-bit graphics card Audio: 16-bit audio card,,,0,
3510,"Minimum: OS *: Microsoft® Windows® XP, Vista™ or 2000 Processor: 350 Mhz Pentium or greater CPU Memory: 128 MB RAM or greater Graphics: 16-bit Graphics and Sound card DirectX Version: DirectX7 or later Hard Drive: 75 MB free hard drive space",,,0,
3520,OS: XP/Vista/2000 Processor: 350Mhz Pentium or greater Memory: 256 MB RAM or greater Graphics: 16-bit Graphics card DirectX Version: DirectX7 or later Sound: 16-bit Sound card Hard Drive: 34MB,,,0,
3530,OS *: Windows XP/Vista/2000 Processor: 350Mhz Pentium or greater CPU Memory: 128 MB RAM or greater Sound and Graphics: 32-bit Graphics and Sound card DirectX: DirectX 7 or later Hard Drive: 75 MB free hard drive space,,,0,
3540,Minimum: Supported OS: Windows® 2000/XP/Vista Processor: 700MHz Memory: 256MB RAM Video: DirectX-compatible; 16MB DirectX® Version: 8 Sound: DirectX-compatible Hard Drive: 50+MB,"OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later Processor: Intel Core Duo 1.66 GHz Memory: 512 MB RAM Internet: Internet connection is required to register both the download and back-up CD-ROM version of the game",,0,
3560,Supported OS: Windows XP/Vista DirectX Version: DirectX 8 or later Processor: 1.2GHz processor Memory: 256MB of RAM (512+MB recommended) Graphics Card: DirectX-compatible video with 32MB of video memory Sound: DirectX Compatible Sound Card Hard Drive: 250MB of free hard drive space,,,0,
3570,OS *: Windows XP/Vista/2000 Processor: 350Mhz Pentium or greater CPU Memory: 256 MB RAM or greater Graphics: DirectX7 or later Hard Drive: 50MB Free space Sound: 16-bit Graphics and Sound card,,,0,
3590,"OS *: Windows XP/Vista/7 Processor: 1.2GHz+ processor Memory: 1GB of RAM Graphics: 128MB of video memory, 16-bit or 32-bit color quality DirectX: DirectX 8 or later Hard Drive: 65+MB of free hard drive space Sound: DirectX-compatible sound","OS: Mac OS X 10.5.8-10.6.x Processor: Intel Core Duo 1.66GHz+ Memory: 1GB of RAM Graphics: 64MB of video memory, 16-bit or 32-bit color quality Hard Drive: 50+MB of free hard drive space Sound: Standard audio",,0,
3580,Operating System: Microsoft® Windows® 2000/XP/Vista Processor: 700 Mhz or higher Memory: 256MB of RAM (512+MB recommended) Hard Disk Space: 50 MB (or More) Available HDD Space Video Card: DirectX® compatible with 16 MB of Video Memory Sound Card: DirectX® compatible Sound Card DirectX® Version: DirectX® 8 or above,,,0,
3600,OS *: Windows XP/Vista/2000 Processor: 350Mhz Pentium or greater CPU Memory: 256 MB RAM or greater Sound and Graphics: 16-bit Graphics and Sound card DirectX: DirectX 7 or later Hard Drive: 42MB Free Space,"OS: OS X version Leopard 10.5.8, Snow Leopard 10.6.3, or later Processor: Intel Core Duo 1.66+ GHz Memory: 512+ MB RAM Internet: Internet connection is required to register both the download and back-up CD-ROM version of the game",,0,
3610,OS: Windows XP/Vista/2000 Processor: 350Mhz Pentium or greater CPU Memory: 256 MB RAM or greater Graphics: 16-bit DirectX®: DirectX7 or later Hard Drive: 40 MB Sound: 16-bit,,,0,
